age,hsged,white,black,hispanic,native,asian,children,married,male,treatment,total_earn
54,0,1,0,0,0,0,0,0,1,1,0
22,0,1,0,0,0,0,1,0,0,1,438
72,0,1,0,0,0,0,0,0,0,1,0
23,1,1,0,0,0,0,0,0,1,1,37071
21,0,0,1,0,0,0,1,1,0,0,12304
27,0,1,0,0,0,0,1,0,0,1,15038
21,1,1,0,0,0,0,0,0,1,1,53686
30,0,0,0,0,1,0,0,0,1,1,8004
24,1,0,1,0,0,0,1,0,1,0,21077
33,1,1,0,0,0,0,0,0,1,0,1449
51,0,1,0,0,0,0,1,1,1,1,39687
35,0,1,0,0,0,0,0,0,0,1,3990
19,1,1,0,0,0,0,1,1,1,0,19230
18,1,0,0,0,1,0,0,0,1,0,1194
23,1,0,0,1,0,0,1,1,0,1,3985
21,0,1,0,0,0,0,0,0,1,0,17112
33,1,1,0,0,0,0,1,0,1,1,14523
28,1,0,1,0,0,0,1,0,0,0,0
36,0,1,0,0,0,0,1,1,1,0,2018
29,1,0,0,1,0,0,1,1,0,0,19104
30,0,1,0,0,0,0,1,1,1,1,24541
55,1,0,1,0,0,0,1,0,0,1,33368
24,1,1,0,0,0,0,1,0,0,1,39
52,1,1,0,0,0,0,1,0,0,0,26009
73,1,1,0,0,0,0,0,0,0,1,35559
37,1,1,0,0,0,0,1,1,1,1,30229
39,1,1,0,0,0,0,1,0,0,1,15318
22,1,0,0,1,0,0,1,1,0,1,4470
16,0,0,0,1,0,0,0,0,0,1,254
26,1,0,1,0,0,0,0,0,1,1,9481
23,1,1,0,0,0,0,1,1,1,0,16200
36,0,0,1,0,0,0,1,1,1,1,324
31,0,0,1,0,0,0,1,0,0,1,17305
37,1,0,0,1,0,0,1,0,0,1,14699
38,0,1,0,0,0,0,1,1,0,1,33497
47,1,1,0,0,0,0,0,0,1,0,0
25,0,0,1,0,0,0,1,0,0,1,0
23,1,1,0,0,0,0,1,0,0,0,7381
35,1,0,0,1,0,0,0,0,1,0,3735
35,1,0,0,1,0,0,0,0,1,1,1873
32,0,0,0,1,0,0,1,0,0,1,20373
16,0,0,1,0,0,0,0,0,0,0,4116
38,1,0,1,0,0,0,1,0,0,1,5442
28,1,0,1,0,0,0,1,0,0,0,8708
41,0,1,0,0,0,0,1,1,1,1,43190
40,1,0,1,0,0,0,0,1,1,0,13488
27,1,1,0,0,0,0,0,0,1,1,54335
45,0,0,1,0,0,0,1,0,0,0,0
29,1,1,0,0,0,0,0,0,0,1,11175
30,1,0,1,0,0,0,0,0,1,0,636
27,1,1,0,0,0,0,0,0,1,1,18489
29,1,1,0,0,0,0,1,1,1,1,51423
38,1,1,0,0,0,0,1,1,0,1,23409
27,1,1,0,0,0,0,0,0,1,1,33282
21,0,1,0,0,0,0,0,0,0,1,47265
23,1,1,0,0,0,0,0,0,0,1,330
23,0,1,0,0,0,0,1,1,1,0,30662
42,1,0,0,1,0,0,1,0,0,1,0
25,1,1,0,0,0,0,0,1,1,0,18288
19,1,0,0,1,0,0,0,0,0,0,27792
34,0,0,1,0,0,0,1,0,0,1,554
20,1,1,0,0,0,0,0,0,1,0,23629
21,1,1,0,0,0,0,0,0,1,1,33738
22,0,0,0,1,0,0,1,1,0,1,0
50,1,1,0,0,0,0,1,0,0,1,4606
28,0,0,0,0,0,1,1,0,0,1,26789
25,0,1,0,0,0,0,1,0,0,1,3666
27,0,1,0,0,0,0,1,0,0,1,27474
19,0,0,1,0,0,0,0,0,0,1,3792
38,1,0,1,0,0,0,0,0,1,1,27
30,0,1,0,0,0,0,1,0,0,1,3999
25,1,1,0,0,0,0,1,0,0,0,18088
27,1,0,1,0,0,0,1,0,0,1,1320
37,0,1,0,0,0,0,1,1,1,0,28029
22,0,0,1,0,0,0,0,0,1,1,0
24,1,0,0,1,0,0,0,0,1,1,16324
42,0,1,0,0,0,0,1,1,0,1,72244
22,1,1,0,0,0,0,0,0,1,0,66996
35,0,1,0,0,0,0,0,0,1,1,14669
20,0,0,0,1,0,0,1,1,0,0,0
22,0,1,0,0,0,0,1,1,0,1,3051
31,0,0,1,0,0,0,1,0,0,1,1086
17,0,0,1,0,0,0,1,0,0,0,5454
39,0,0,1,0,0,0,1,1,1,0,3198
32,0,1,0,0,0,0,1,1,1,1,37374
32,1,0,1,0,0,0,1,1,1,0,31881
33,0,1,0,0,0,0,1,1,1,1,35614
21,1,0,1,0,0,0,1,0,0,1,5319
34,0,0,1,0,0,0,1,1,1,1,13759
20,1,1,0,0,0,0,0,0,0,0,0
31,1,1,0,0,0,0,1,0,0,1,181
18,1,1,0,0,0,0,0,0,0,1,5552
17,0,0,0,1,0,0,0,0,1,0,10995
37,1,0,1,0,0,0,1,0,0,0,11961
24,1,1,0,0,0,0,1,1,0,0,2868
31,0,0,1,0,0,0,1,1,0,0,24347
22,0,0,0,1,0,0,0,0,1,0,13266
45,0,1,0,0,0,0,1,0,1,0,0
19,1,1,0,0,0,0,0,0,0,1,12984
21,1,1,0,0,0,0,1,1,0,0,23060
33,0,1,0,0,0,0,1,0,0,1,27417
24,0,1,0,0,0,0,1,0,0,1,4140
20,1,0,1,0,0,0,1,0,0,0,6505
26,1,1,0,0,0,0,0,0,1,0,63760
33,0,1,0,0,0,0,0,0,0,0,8380
21,0,0,0,0,0,1,0,0,1,1,40802
28,0,1,0,0,0,0,0,0,1,1,4204
24,0,0,0,1,0,0,0,0,0,1,24364
20,0,1,0,0,0,0,1,1,1,1,73252
36,0,0,0,0,1,0,1,1,1,1,192
40,0,1,0,0,0,0,0,0,1,1,0
26,1,0,1,0,0,0,1,1,0,0,4321
27,1,1,0,0,0,0,0,0,1,0,23500
33,0,0,1,0,0,0,1,0,0,1,969
47,0,1,0,0,0,0,0,1,0,0,1533
70,0,1,0,0,0,0,0,0,1,1,1230
17,0,1,0,0,0,0,0,0,0,0,7219
21,0,0,1,0,0,0,0,0,0,1,17162
43,0,1,0,0,0,0,1,1,0,1,22016
28,0,1,0,0,0,0,0,0,1,1,9369
32,1,1,0,0,0,0,1,0,0,0,0
25,0,1,0,0,0,0,0,0,1,1,30762
43,1,0,1,0,0,0,1,0,1,1,24645
22,1,0,1,0,0,0,0,0,1,1,57732
16,0,1,0,0,0,0,0,0,0,1,0
34,1,0,1,0,0,0,1,0,0,0,0
24,1,1,0,0,0,0,0,0,1,1,54577
23,1,1,0,0,0,0,1,1,1,1,43731
33,1,1,0,0,0,0,1,0,0,1,21008
19,0,0,0,1,0,0,0,0,0,1,93
47,0,1,0,0,0,0,0,0,0,0,15939
23,1,1,0,0,0,0,1,1,1,0,4005
32,0,0,1,0,0,0,1,1,1,1,0
19,0,0,1,0,0,0,1,0,0,1,630
25,1,0,1,0,0,0,0,0,1,1,17382
44,0,0,0,1,0,0,1,0,0,0,37629
18,1,1,0,0,0,0,0,0,1,0,44948
29,0,0,1,0,0,0,1,0,0,1,2913
17,0,0,1,0,0,0,0,0,1,1,876
24,1,1,0,0,0,0,0,0,1,1,34136
31,1,0,1,0,0,0,0,0,1,0,22959
26,1,1,0,0,0,0,0,0,0,0,6282
33,0,1,0,0,0,0,1,1,1,0,33970
22,1,0,1,0,0,0,1,0,0,1,9651
21,0,0,0,1,0,0,1,0,0,0,20976
17,0,0,1,0,0,0,1,0,0,0,1821
38,0,0,1,0,0,0,1,1,0,1,15789
31,1,1,0,0,0,0,1,1,0,1,10993
29,1,0,1,0,0,0,0,0,0,1,18116
22,1,1,0,0,0,0,1,1,0,1,21233
20,1,1,0,0,0,0,0,0,0,1,16038
24,0,1,0,0,0,0,1,1,1,1,52991
19,1,1,0,0,0,0,0,0,1,1,58338
50,1,1,0,0,0,0,1,1,0,0,7110
34,0,0,1,0,0,0,1,0,0,0,42952
25,0,0,1,0,0,0,0,0,1,1,13785
42,1,1,0,0,0,0,1,1,1,1,73054
24,1,1,0,0,0,0,0,1,1,1,43887
17,0,1,0,0,0,0,0,0,1,1,6642
23,0,1,0,0,0,0,1,1,0,1,0
17,0,1,0,0,0,0,0,0,1,0,11888
33,1,0,1,0,0,0,0,1,1,1,25499
39,0,1,0,0,0,0,0,0,1,0,12093
23,0,1,0,0,0,0,0,0,0,1,15680
19,0,1,0,0,0,0,0,0,1,1,1152
22,1,1,0,0,0,0,0,0,0,1,24399
21,1,1,0,0,0,0,1,1,1,0,35468
26,0,1,0,0,0,0,1,0,0,0,3423
24,0,0,0,1,0,0,0,0,1,1,4851
56,0,1,0,0,0,0,0,1,0,1,2107
26,0,0,0,1,0,0,1,1,1,1,10970
24,1,0,0,1,0,0,0,0,0,1,13899
19,0,1,0,0,0,0,0,0,1,1,30339
23,1,1,0,0,0,0,1,1,0,0,14092
34,1,1,0,0,0,0,0,1,0,1,6254
18,0,0,1,0,0,0,0,0,1,1,19176
18,1,0,0,1,0,0,0,0,0,1,4105
47,1,0,0,1,0,0,1,1,0,1,915
34,0,1,0,0,0,0,1,0,1,1,830
27,0,0,0,1,0,0,0,0,1,1,50328
19,1,1,0,0,0,0,0,0,1,0,33912
17,0,1,0,0,0,0,0,0,0,0,3438
24,1,1,0,0,0,0,0,0,1,1,23868
20,0,1,0,0,0,0,1,0,0,1,10770
20,0,1,0,0,0,0,1,0,0,0,7221
23,0,0,1,0,0,0,0,0,0,1,54180
26,1,1,0,0,0,0,1,1,0,0,9588
36,0,1,0,0,0,0,0,0,1,1,2895
28,1,0,0,1,0,0,1,0,0,1,8207
44,1,1,0,0,0,0,0,1,0,0,4476
18,0,1,0,0,0,0,0,0,1,1,21856
25,0,1,0,0,0,0,0,0,1,1,135
21,0,0,0,1,0,0,0,0,1,1,2684
25,0,1,0,0,0,0,0,0,0,0,33180
18,0,0,1,0,0,0,0,0,0,1,22655
29,1,0,1,0,0,0,1,0,0,0,24466
28,0,0,0,1,0,0,0,0,0,1,10401
16,0,1,0,0,0,0,0,0,0,0,0
28,0,1,0,0,0,0,1,0,0,0,18283
17,0,1,0,0,0,0,0,0,0,1,0
33,1,0,1,0,0,0,1,0,0,1,16452
23,1,0,1,0,0,0,0,0,1,1,7737
49,1,1,0,0,0,0,0,1,0,0,26049
20,0,1,0,0,0,0,0,0,0,0,7630
41,1,0,1,0,0,0,1,1,0,1,50916
22,1,1,0,0,0,0,0,0,0,1,22080
17,0,0,1,0,0,0,0,0,0,1,1345
30,0,0,0,1,0,0,0,0,1,1,0
22,1,1,0,0,0,0,1,1,1,1,88174
21,1,0,1,0,0,0,0,0,0,1,13521
34,0,1,0,0,0,0,1,0,0,1,38019
21,1,0,0,1,0,0,0,0,1,0,30193
21,1,1,0,0,0,0,1,0,0,1,12326
45,0,1,0,0,0,0,1,1,0,0,0
32,1,1,0,0,0,0,1,1,0,1,1302
26,1,1,0,0,0,0,0,0,1,1,69594
31,1,1,0,0,0,0,1,1,0,0,20711
46,1,0,0,1,0,0,1,1,1,1,25695
46,1,1,0,0,0,0,1,0,0,0,443
18,0,0,1,0,0,0,0,0,0,0,3309
42,1,1,0,0,0,0,0,0,0,0,21091
17,0,1,0,0,0,0,0,0,1,1,40721
54,0,0,0,1,0,0,0,1,1,1,13245
18,0,1,0,0,0,0,0,0,0,1,9623
37,0,1,0,0,0,0,0,0,1,0,8033
36,0,1,0,0,0,0,0,0,0,0,25497
23,1,0,0,1,0,0,0,0,0,1,6933
33,0,0,1,0,0,0,1,0,0,1,24344
30,1,1,0,0,0,0,1,0,0,1,0
25,1,1,0,0,0,0,1,0,0,1,32112
48,1,1,0,0,0,0,1,1,1,1,8958
20,0,1,0,0,0,0,1,0,1,1,54463
21,0,1,0,0,0,0,1,1,1,0,31863
39,1,1,0,0,0,0,1,1,0,0,0
34,0,0,1,0,0,0,1,1,0,1,7146
22,1,0,1,0,0,0,1,0,1,0,13130
16,0,1,0,0,0,0,0,0,1,1,1833
19,1,1,0,0,0,0,0,0,0,1,33537
45,0,1,0,0,0,0,0,0,1,1,20515
27,1,1,0,0,0,0,0,0,1,0,11070
18,0,1,0,0,0,0,0,0,0,1,4066
23,0,1,0,0,0,0,1,1,0,1,17110
48,1,1,0,0,0,0,0,0,0,1,0
20,1,0,1,0,0,0,0,0,1,1,3392
30,1,0,0,0,1,0,1,0,0,1,666
21,1,0,0,0,1,0,0,0,1,0,2132
23,0,0,1,0,0,0,1,0,0,1,0
21,0,0,1,0,0,0,0,0,1,0,1970
22,0,0,1,0,0,0,0,0,1,0,1647
23,1,1,0,0,0,0,1,1,1,0,96447
23,0,1,0,0,0,0,1,1,1,1,47373
22,1,0,0,1,0,0,1,0,0,1,129
33,0,1,0,0,0,0,0,0,1,1,16120
31,0,1,0,0,0,0,0,0,1,1,1941
22,1,0,1,0,0,0,1,0,0,1,35349
17,0,0,0,1,0,0,0,0,1,0,32021
17,0,1,0,0,0,0,0,0,1,1,4679
28,1,1,0,0,0,0,1,0,0,1,26831
21,0,1,0,0,0,0,0,0,1,0,6020
31,0,1,0,0,0,0,0,0,0,0,17848
31,0,0,1,0,0,0,1,0,1,0,25193
28,0,1,0,0,0,0,0,0,1,1,45043
42,1,1,0,0,0,0,1,0,1,1,51131
25,0,0,0,1,0,0,1,0,0,0,38941
29,0,1,0,0,0,0,0,0,1,1,22550
38,0,1,0,0,0,0,1,0,0,1,26735
19,1,1,0,0,0,0,0,0,0,1,1880
18,1,0,1,0,0,0,0,0,0,1,0
27,0,1,0,0,0,0,0,1,1,0,20409
16,0,0,1,0,0,0,0,0,1,1,0
25,1,1,0,0,0,0,0,0,1,0,9695
28,1,1,0,0,0,0,1,1,1,1,41688
22,1,1,0,0,0,0,0,1,1,1,86187
32,1,0,0,1,0,0,1,0,0,1,612
37,0,1,0,0,0,0,1,0,1,0,7038
16,0,0,1,0,0,0,0,0,0,1,702
43,1,1,0,0,0,0,1,0,0,1,666
17,0,0,1,0,0,0,0,0,1,1,3982
27,1,1,0,0,0,0,1,1,1,1,332
26,1,0,1,0,0,0,1,0,0,0,1859
25,0,0,0,1,0,0,1,0,0,1,19155
28,1,0,0,0,0,1,1,1,1,1,13257
18,0,1,0,0,0,0,0,0,0,1,1549
19,1,1,0,0,0,0,0,0,1,1,10047
28,0,1,0,0,0,0,1,1,1,1,29113
20,1,1,0,0,0,0,0,0,1,0,33411
34,1,0,0,1,0,0,1,0,0,1,0
43,1,0,0,1,0,0,1,0,0,0,36250
18,0,0,1,0,0,0,0,0,1,1,3017
20,0,1,0,0,0,0,0,0,1,1,24712
32,0,0,1,0,0,0,1,0,0,1,1365
32,1,1,0,0,0,0,0,0,1,1,42501
19,0,1,0,0,0,0,0,0,0,0,2303
24,1,1,0,0,0,0,0,0,0,0,4686
20,0,0,0,1,0,0,0,0,1,1,11167
19,1,1,0,0,0,0,0,0,1,0,10341
28,0,1,0,0,0,0,0,0,1,1,29081
20,0,1,0,0,0,0,0,0,1,1,15381
31,1,0,1,0,0,0,1,1,0,0,13105
46,0,1,0,0,0,0,1,0,1,0,49408
34,0,0,1,0,0,0,1,0,0,1,45
18,1,1,0,0,0,0,1,0,0,1,18191
32,0,1,0,0,0,0,1,0,0,1,15976
29,1,0,1,0,0,0,1,0,0,0,11530
24,0,0,1,0,0,0,0,0,1,1,71509
18,0,1,0,0,0,0,0,0,1,1,7830
55,1,1,0,0,0,0,0,1,0,0,744
26,1,1,0,0,0,0,0,0,1,0,0
35,0,0,1,0,0,0,0,0,0,0,1139
19,1,0,1,0,0,0,0,0,0,0,8706
34,0,1,0,0,0,0,1,1,0,1,5460
29,1,1,0,0,0,0,0,1,1,1,13048
17,0,1,0,0,0,0,0,0,0,1,5364
17,0,0,1,0,0,0,1,0,0,1,96
19,0,0,0,0,1,0,0,1,1,1,36506
26,1,0,0,1,0,0,0,0,1,1,5305
21,1,1,0,0,0,0,0,0,0,0,12321
19,0,1,0,0,0,0,0,0,0,0,25486
37,0,0,0,1,0,0,1,0,0,1,12060
36,1,1,0,0,0,0,1,1,0,0,33206
26,1,1,0,0,0,0,1,1,0,1,8730
26,1,1,0,0,0,0,0,0,0,1,15748
29,0,0,1,0,0,0,1,1,0,1,0
23,0,1,0,0,0,0,1,0,0,0,6786
28,1,1,0,0,0,0,1,1,0,1,255
19,0,0,0,1,0,0,0,0,0,0,4371
18,0,1,0,0,0,0,0,0,1,1,12756
41,0,0,0,1,0,0,1,1,0,1,10923
26,0,1,0,0,0,0,0,1,0,0,75771
27,0,1,0,0,0,0,1,0,1,1,25537
38,1,0,1,0,0,0,0,0,1,1,0
46,0,1,0,0,0,0,0,0,1,0,0
30,1,1,0,0,0,0,1,0,0,0,27663
44,1,1,0,0,0,0,1,0,1,1,0
23,1,0,1,0,0,0,1,0,0,0,213
27,1,1,0,0,0,0,1,0,0,1,5841
21,0,0,1,0,0,0,0,0,1,1,8322
38,1,1,0,0,0,0,1,1,0,0,9081
23,1,1,0,0,0,0,0,0,1,1,34613
24,1,0,0,1,0,0,0,0,0,0,28565
41,0,1,0,0,0,0,0,1,0,1,20625
16,0,1,0,0,0,0,0,0,0,1,6234
31,1,0,1,0,0,0,1,1,1,0,16488
30,1,0,1,0,0,0,1,1,1,1,20265
39,0,0,1,0,0,0,0,0,1,1,6923
20,1,1,0,0,0,0,0,0,0,0,39174
32,1,1,0,0,0,0,1,1,1,1,377
33,1,0,1,0,0,0,0,0,1,0,12432
16,0,0,1,0,0,0,0,0,1,1,2016
17,0,0,0,1,0,0,1,0,0,1,0
46,1,1,0,0,0,0,0,1,1,0,23187
23,0,1,0,0,0,0,0,0,1,1,0
60,0,1,0,0,0,0,1,1,1,1,11244
43,0,1,0,0,0,0,0,0,0,0,2289
18,0,0,1,0,0,0,1,0,0,1,0
23,1,0,1,0,0,0,0,0,1,0,33704
22,0,0,1,0,0,0,0,0,1,1,10470
26,1,0,1,0,0,0,0,0,1,1,4797
50,0,0,1,0,0,0,0,0,1,0,1254
26,1,1,0,0,0,0,0,0,1,1,45213
24,0,1,0,0,0,0,0,0,0,0,363
60,1,1,0,0,0,0,0,1,1,1,670
23,0,0,1,0,0,0,0,0,1,0,8073
16,0,0,0,1,0,0,0,0,1,1,2279
29,0,1,0,0,0,0,0,1,1,1,16772
37,1,1,0,0,0,0,0,0,1,1,7476
43,1,1,0,0,0,0,1,1,0,1,1470
27,1,0,1,0,0,0,1,0,1,0,0
35,1,0,1,0,0,0,1,0,0,1,28753
24,1,0,0,1,0,0,1,0,0,1,2790
50,0,1,0,0,0,0,1,0,0,0,35214
23,1,0,1,0,0,0,0,0,1,1,7407
26,1,0,1,0,0,0,1,0,0,0,2472
26,0,1,0,0,0,0,0,0,0,1,83
23,0,1,0,0,0,0,0,0,1,1,0
35,1,1,0,0,0,0,1,1,0,1,3375
28,1,1,0,0,0,0,0,0,1,1,30696
16,0,1,0,0,0,0,0,0,0,1,17368
28,1,1,0,0,0,0,1,1,0,1,2199
28,1,1,0,0,0,0,1,0,0,1,30122
17,0,1,0,0,0,0,0,0,0,0,54
19,0,1,0,0,0,0,1,0,0,0,3252
19,0,1,0,0,0,0,0,0,1,1,29784
20,1,0,1,0,0,0,0,0,0,0,24821
29,1,1,0,0,0,0,1,1,0,1,15479
47,0,0,0,1,0,0,1,1,1,0,32943
20,0,0,0,1,0,0,0,0,1,1,18597
18,0,0,1,0,0,0,0,0,1,0,21
24,1,1,0,0,0,0,1,0,0,1,1776
18,1,0,1,0,0,0,0,0,0,1,11390
39,1,0,1,0,0,0,0,1,1,0,5371
29,0,1,0,0,0,0,1,0,1,0,6423
37,0,1,0,0,0,0,1,1,0,0,18442
36,0,0,1,0,0,0,0,0,1,1,24756
37,1,0,1,0,0,0,0,0,1,0,35325
38,1,0,1,0,0,0,1,0,0,1,13255
19,0,1,0,0,0,0,1,0,0,0,0
26,0,1,0,0,0,0,1,1,0,0,0
48,0,1,0,0,0,0,1,0,1,1,28327
31,0,1,0,0,0,0,1,1,0,1,45971
24,0,0,1,0,0,0,0,0,1,1,36760
21,0,1,0,0,0,0,0,0,1,1,1914
27,0,0,0,1,0,0,1,1,1,1,789
31,1,0,1,0,0,0,1,0,0,0,549
56,0,1,0,0,0,0,1,0,0,0,18828
58,1,1,0,0,0,0,0,1,0,1,5226
21,0,1,0,0,0,0,0,0,1,0,0
23,0,1,0,0,0,0,0,0,0,1,38121
59,0,1,0,0,0,0,0,1,1,1,5700
25,0,0,0,1,0,0,1,1,0,1,0
21,1,1,0,0,0,0,0,0,0,0,16251
24,0,1,0,0,0,0,1,1,0,0,8163
23,1,0,1,0,0,0,0,0,1,1,19968
17,0,0,0,0,0,1,0,0,0,1,15334
33,1,0,1,0,0,0,1,0,0,0,3162
23,1,0,0,1,0,0,1,0,0,0,1701
24,0,1,0,0,0,0,0,0,0,0,12607
32,1,0,0,1,0,0,1,1,0,0,0
28,1,1,0,0,0,0,0,1,1,1,51170
16,0,1,0,0,0,0,0,0,1,1,24510
31,0,0,0,0,0,1,1,1,0,1,45424
20,0,0,1,0,0,0,0,0,1,0,0
22,0,0,1,0,0,0,0,0,1,1,7588
27,0,1,0,0,0,0,1,1,0,1,12549
20,0,0,1,0,0,0,0,0,1,1,17179
18,0,1,0,0,0,0,0,0,0,1,6498
32,1,1,0,0,0,0,1,0,0,1,3314
19,0,1,0,0,0,0,0,0,1,0,37447
22,0,1,0,0,0,0,1,0,0,1,14790
32,1,1,0,0,0,0,0,0,1,1,35406
17,0,1,0,0,0,0,1,1,0,1,10719
32,0,1,0,0,0,0,1,0,0,0,35350
27,0,0,1,0,0,0,0,0,1,1,0
20,1,1,0,0,0,0,0,0,0,1,15039
20,0,1,0,0,0,0,0,0,1,1,36344
36,0,0,0,1,0,0,1,1,1,0,294
27,0,0,1,0,0,0,1,1,0,0,31434
38,0,0,0,0,1,0,0,0,0,0,0
51,0,1,0,0,0,0,0,0,1,0,52514
16,0,1,0,0,0,0,0,0,0,0,22090
42,0,1,0,0,0,0,1,0,1,1,0
16,0,0,0,0,1,0,0,0,1,1,0
20,1,1,0,0,0,0,0,0,0,1,10139
42,1,0,1,0,0,0,0,0,1,1,0
43,1,0,1,0,0,0,0,1,1,1,50088
40,1,1,0,0,0,0,0,1,1,1,41742
51,1,0,1,0,0,0,0,1,1,1,915
35,1,1,0,0,0,0,1,0,0,0,22112
18,0,1,0,0,0,0,0,0,0,1,21437
24,1,1,0,0,0,0,0,0,0,1,0
35,1,0,1,0,0,0,0,0,1,1,0
40,1,1,0,0,0,0,0,1,0,1,33456
24,0,1,0,0,0,0,1,1,1,1,10374
33,0,1,0,0,0,0,0,1,0,0,30181
22,1,0,1,0,0,0,0,0,1,1,35741
28,1,0,1,0,0,0,1,0,0,0,1122
30,1,0,0,1,0,0,1,0,1,1,5166
22,0,1,0,0,0,0,0,0,1,0,26214
22,1,1,0,0,0,0,1,1,1,1,41767
32,0,0,1,0,0,0,1,0,0,1,2148
20,1,1,0,0,0,0,1,0,0,1,448
23,0,0,1,0,0,0,0,0,1,0,97
25,0,1,0,0,0,0,1,1,1,1,4102
17,0,0,1,0,0,0,0,0,0,0,171
31,0,1,0,0,0,0,0,0,0,1,219
60,1,1,0,0,0,0,0,0,0,1,90
32,0,1,0,0,0,0,0,0,1,1,0
48,0,0,1,0,0,0,1,0,0,0,1982
21,0,0,1,0,0,0,0,0,1,0,2768
21,0,1,0,0,0,0,0,0,1,0,32915
32,0,1,0,0,0,0,0,0,1,1,82677
20,1,0,1,0,0,0,1,0,0,1,39868
18,0,0,1,0,0,0,0,0,1,0,4248
41,0,1,0,0,0,0,1,0,0,1,77944
19,1,0,0,1,0,0,0,0,0,1,43059
37,1,1,0,0,0,0,1,1,1,1,0
31,0,1,0,0,0,0,1,1,1,1,19414
39,0,0,0,1,0,0,1,1,1,1,90
32,0,1,0,0,0,0,0,1,0,1,20688
36,0,1,0,0,0,0,0,1,1,0,7842
32,0,0,1,0,0,0,1,1,0,0,14567
28,1,1,0,0,0,0,1,1,1,1,72468
22,1,1,0,0,0,0,0,0,1,0,2908
36,1,0,0,1,0,0,0,0,1,1,42982
19,1,0,1,0,0,0,1,0,0,0,12965
25,1,1,0,0,0,0,0,0,0,1,1750
22,0,1,0,0,0,0,1,0,0,0,43008
39,1,1,0,0,0,0,1,0,0,1,3855
23,1,1,0,0,0,0,0,0,0,0,16143
33,0,1,0,0,0,0,1,1,0,0,8697
48,0,1,0,0,0,0,1,1,0,0,0
17,0,1,0,0,0,0,0,0,1,1,0
24,0,1,0,0,0,0,0,0,0,1,22487
46,0,1,0,0,0,0,1,0,0,1,20361
26,0,0,1,0,0,0,0,0,0,1,1335
21,1,0,1,0,0,0,0,0,1,1,1860
32,0,1,0,0,0,0,1,1,1,1,87
19,1,1,0,0,0,0,1,0,0,0,22728
59,1,1,0,0,0,0,0,0,0,1,0
45,1,1,0,0,0,0,1,1,1,1,435
31,0,1,0,0,0,0,1,1,1,0,0
43,0,0,1,0,0,0,1,0,0,1,0
19,0,1,0,0,0,0,0,0,0,1,23321
21,1,0,1,0,0,0,0,0,0,1,1878
43,0,1,0,0,0,0,1,1,1,1,3375
17,0,1,0,0,0,0,0,0,1,1,6309
18,0,1,0,0,0,0,1,1,0,1,29053
18,0,1,0,0,0,0,0,0,1,1,15516
30,0,0,1,0,0,0,1,0,0,1,948
20,0,0,1,0,0,0,0,0,1,1,12214
19,0,0,1,0,0,0,1,0,0,0,162
31,1,1,0,0,0,0,1,1,0,1,0
19,1,0,1,0,0,0,0,0,0,1,242
23,0,1,0,0,0,0,0,1,1,1,46592
35,0,1,0,0,0,0,1,0,0,1,39423
22,0,0,0,1,0,0,0,0,1,1,18925
24,1,1,0,0,0,0,1,0,0,0,83
17,0,0,1,0,0,0,0,0,1,1,17516
32,0,0,0,1,0,0,1,0,0,0,29082
32,1,1,0,0,0,0,0,0,1,1,27844
17,0,0,1,0,0,0,1,0,0,0,0
42,1,1,0,0,0,0,1,1,0,1,16629
26,1,1,0,0,0,0,1,0,0,0,0
22,1,1,0,0,0,0,1,1,1,1,0
25,1,1,0,0,0,0,1,1,0,1,12582
22,1,1,0,0,0,0,1,1,0,1,2929
20,1,1,0,0,0,0,0,0,1,1,29822
30,0,1,0,0,0,0,1,1,0,1,240
16,0,0,1,0,0,0,0,0,1,1,0
59,0,1,0,0,0,0,0,0,1,0,10530
28,1,1,0,0,0,0,0,1,1,1,65604
25,0,1,0,0,0,0,1,1,1,0,29964
24,1,1,0,0,0,0,1,0,0,0,18663
36,0,1,0,0,0,0,1,1,1,1,19739
30,0,1,0,0,0,0,1,0,0,0,14521
18,0,0,1,0,0,0,1,0,0,1,19168
20,0,1,0,0,0,0,1,1,0,1,2256
17,0,1,0,0,0,0,0,0,0,0,4072
32,1,0,1,0,0,0,1,0,0,1,0
26,0,1,0,0,0,0,1,1,0,0,11679
27,1,0,0,1,0,0,1,0,0,0,5387
44,1,1,0,0,0,0,0,0,0,1,120
31,1,1,0,0,0,0,0,0,1,0,19740
34,0,1,0,0,0,0,0,0,1,1,6603
31,1,1,0,0,0,0,1,1,0,1,13859
20,0,0,0,1,0,0,0,0,1,1,0
20,0,0,0,0,0,1,1,0,0,1,0
41,0,0,1,0,0,0,1,0,1,1,21840
20,0,1,0,0,0,0,1,0,0,0,9275
20,0,0,0,0,1,0,0,0,1,1,5856
29,0,0,1,0,0,0,1,0,0,1,2778
52,1,1,0,0,0,0,0,1,0,1,36600
31,0,1,0,0,0,0,0,0,1,0,1904
43,1,0,0,1,0,0,0,0,0,0,9207
19,0,0,0,0,0,1,0,0,1,0,123
50,0,0,1,0,0,0,0,0,0,0,18411
21,1,0,1,0,0,0,0,0,1,1,5946
18,1,1,0,0,0,0,0,0,0,0,21809
25,0,1,0,0,0,0,1,0,0,0,4308
16,0,1,0,0,0,0,0,0,0,1,13269
22,1,0,1,0,0,0,0,0,1,1,21120
38,0,1,0,0,0,0,0,0,1,1,9923
36,1,1,0,0,0,0,1,0,1,0,81153
